วันที่เริ่มตัด,วันที่ตัดเสร็จ,DTWH,Load Date,Order No,Grade,Cutter,BW,Size,Cap. (T/day),Brand,EO,CO,Material,Material Description,Prod.Qty (Ton),Prod.Qty (Class),RM/Pallet,Wrapper (m),Box+Lid,Pallet Size,MDF Size,จำนวน PL,จำนวน MDF,Material Note,DOM/EXP,Country,Sale Rep. Remark,,,
01-Jul-14 0:10,01-Jul-14 6:07,04-Jul-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,206041155,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),27,10800,300,4633,2290,38x45,38x45,36,36,,E,,,,,
01-Jul-14 6:07,05-Jul-14 6:07,,,,Major  Shut Down,,,,4.00,,,,,,,,,,,,,,,,,,,,,
05-Jul-14 6:07,,,,,PPC70D,,,A-4,,IDEA MAX,,,,,150.000,,,29518,14587,,,143,143,,,,,,,
05-Jul-14 6:07,06-Jul-14 18:29,08-Jul-14,,1140115,PPC70D,4,70,A-4,99,IDEA MAX,END,39029,Z01PPC070 00001040,PPC 70D A-4 (IDM-LAY6),150,68807,480,29518,14587,38x49,38x49,143,143,,D,,,,,
06-Jul-14 18:29,,,,,PPC80E,,,A-4,,SUPREME,,,,,148.780,,,25531,12617,,,213,213,,,,,,,
06-Jul-14 18:29,07-Jul-14 1:55,09-Jul-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,0,END,Z01PPC080 00000889,PPC 80E A-4 (SPR-AP-PMW-LAY3),33.78,13512,225,5797,2865,38x45,38x45,60,60,,E,,,,,
07-Jul-14 1:55,07-Jul-14 11:49,10-Jul-14,,1140104,PPC80E,4,80,A-4,109,SUPREME,0,END,Z01PPC080 00000890,PPC 80E A-4 (SPR-AP-PMW-LAY4),45,18000,300,7722,3816,38x45,38x45,60,60,,E,,,,,
07-Jul-14 11:49,08-Jul-14 3:14,10-Jul-14,,1140104,PPC80E,4,80,A-4,109,SUPREME-NP,0,END,Z01PPC080 00000668,PPC 80E A-4 (SPR-AP-PMW-NP),70,28000,300,12012,5936,38x45,38x45,93,93,,E,,,,,
08-Jul-14 3:14,10-Jul-14 0:50,,,,wait Paper,,,,1.90,,,,,,,,,,,,,,,,,,,,,
10-Jul-14 0:50,10-Jul-14 4:20,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
10-Jul-14 4:20,,,,,PPC70E,,,A-3,,SUPREME,** เร่งด่วน ถ้าม้วนกระดาษมี สลับตัดทันที,,,,251.000,,,33170,12177,,,466,466,,,,,,,
10-Jul-14 4:20,10-Jul-14 5:02,08-Jul-14,08-Jul,1140118,PPC70E,4,70,A-3,85,SUPREME METRO,206041581,END,Z01PPC070 00001098,PPC 70E A-3 (SPR-AP-MT-PMW-LAY4),2.447,560,140,323,119,38x43,38x43,4,4,,E,,METRO,,,
10-Jul-14 5:02,10-Jul-14 5:25,13-Jul-14,08-Jul,1140118,PPC70E,4,70,A-3,85,SUPREME METRO,206041581,END,Z01PPC070 00001099,PPC 70E A-3 (SPR-AP-MT-PMW-LAY3),1.377,315,105,182,67,38x43,38x43,3,3,,E,,METRO,,,
10-Jul-14 5:25,10-Jul-14 19:17,13-Jul-14,08-Jul,1140118,PPC70E,4,70,A-3,85,SUPREME,Paper Sale,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),49.1,11236,105,6489,2382,38x43,38x43,107,107,,E,,,,,
10-Jul-14 19:17,11-Jul-14 13:45,13-Jul-14,08-Jul,1140118,PPC70E,4,70,A-3,85,SUPREME,Paper Sale,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),65.4,14966,140,8643,3173,38x43,38x43,107,107,,E,,,,,
11-Jul-14 13:45,11-Jul-14 14:47,14-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041476,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),3.671,840,140,485,178,38x43,38x43,6,6,,E,,,,,
11-Jul-14 14:47,11-Jul-14 15:34,14-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041476,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),2.753,630,105,364,134,38x43,38x43,6,6,,E,,,,,
11-Jul-14 15:34,12-Jul-14 2:27,14-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041516,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),38.543,8820,140,5093,1870,38x43,38x43,63,63,,E,,,,,
12-Jul-14 2:27,12-Jul-14 10:36,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041516,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),28.908,6615,105,3820,1402,38x43,38x43,63,63,,E,,,,,
12-Jul-14 10:36,12-Jul-14 14:14,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041578,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),12.848,2940,140,1698,623,38x43,38x43,21,21,,E,,,,,
12-Jul-14 14:14,12-Jul-14 16:57,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041578,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),9.636,2205,105,1273,467,38x43,38x43,21,21,,E,,,,,
12-Jul-14 16:57,12-Jul-14 17:39,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041579,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),2.447,560,140,323,119,38x43,38x43,4,4,,E,,,,,
12-Jul-14 17:39,12-Jul-14 18:02,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041579,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),1.377,315,105,182,67,38x43,38x43,3,3,,E,,,,,
12-Jul-14 18:02,12-Jul-14 18:43,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041580,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),2.447,560,140,323,119,38x43,38x43,4,4,,E,,,,,
12-Jul-14 18:43,12-Jul-14 19:07,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041580,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),1.377,315,105,182,67,38x43,38x43,3,3,,E,,,,,
12-Jul-14 19:07,12-Jul-14 22:03,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041582,END,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),10.401,2380,140,1375,505,38x43,38x43,17,17,,E,,,,,
12-Jul-14 22:03,13-Jul-14 0:07,15-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041582,END,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),7.342,1680,105,970,356,38x43,38x43,16,16,,E,,,,,
13-Jul-14 0:07,13-Jul-14 2:54,16-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041592,END,Z01PPC070 00000717,PPC 70E A-3 (SPR-PMW-NP),9.833,2250,140,1299,477,38x43,38x43,16,16,,E,,,,,
13-Jul-14 2:54,13-Jul-14 3:12,16-Jul-14,,1140118,PPC70E,4,70,A-3,85,SUPREME,206041589,END,Z01PPC070 00000717,PPC 70E A-3 (SPR-PMW-NP),1.093,250,140,144,53,38x43,38x43,2,2,,E,,,,,
13-Jul-14 3:12,13-Jul-14 6:42,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
13-Jul-14 6:42,,,,,PPC70E,,,A-4,,DELIGHT,,,,,72.890,,,14344,0,,,88,88,,,,,,,
13-Jul-14 6:42,13-Jul-14 13:41,16-Jul-14,,1140117,PPC70E,4,70,A-4,45,DELIGHT,206041516,END,Z01PPC070 00001121,PPC 70E A-4 (DELIGHT-SHRINK-PMW-LAY4),13.08,6000,300,2574,0,38x45,38x45,20,20,,E,,ShirkWrap,,,
13-Jul-14 13:41,13-Jul-14 18:55,16-Jul-14,,1140117,PPC70E,4,70,A-4,45,DELIGHT,206041516,END,Z01PPC070 00001122,PPC 70E A-4 (DELIGHT-SHRINK-PMW-LAY3),9.81,4500,225,1931,0,38x45,38x45,20,20,,E,,ShirkWrap,,,
13-Jul-14 18:55,14-Jul-14 21:35,16-Jul-14,,1140117,PPC70D,4,70,A-4,45,DELIGHT,END,39173,Z01PPC070 00001076,PPC 70D A-4 (DELIGHT-PMW-SG-LAY6),50,22936,480,9839,0,38x49,38x49,48,48,,D,,ShirkWrap,,,
14-Jul-14 21:35,,,,,PPC70D,,,A-4,,IQ GREEN,,,,,200.000,,,52982,0,,,191,191,,,,,,,
14-Jul-14 21:35,19-Jul-14 8:15,17-Jul-14,,1140119 Rev.1,PPC70D,4,70,A-4,45,IQ GREEN,END,39250,Z01PPC070 00001061,PPC 70D A-4 (IQ GREEN-PMW-LAY6),200,91743,480,52982,0,38x49,38x49,191,191,,D,,ShirkWrap,,,
19-Jul-14 8:15,,,,,PPC80D,,,A-4,,IDEA WORK,,,,,160.000,,,27456,13568,,,133,133,,,,,,,
19-Jul-14 8:15,20-Jul-14 19:29,22-Jul-14,,1140120,PPC80D,4,80,A-4,109,IDEA WORK,END,39246,Z01PPC080 00001128,PPC 80D A-4 (IDW-AP-LAY6),160,64000,480,27456,13568,38x49,38x49,133,133,,D,,มอก. ใหม่,,,
20-Jul-14 19:29,,,,,PPC70D,,,A-4,,DELIGHT,,,,,70.000,,,13775,0,,,67,67,,,,,,,
20-Jul-14 19:29,22-Jul-14 8:49,23-Jul-14,,1140121,PPC70D,4,70,A-4,45,DELIGHT,END,39281,Z01PPC070 00001076,PPC 70D A-4 (DELIGHT-PMW-SG-LAY6),70,32110,480,13775,0,38x49,38x49,67,67,,D,,ShirkWrap,,,
22-Jul-14 8:49,22-Jul-14 12:19,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
22-Jul-14 12:19,,,,,PPC80D,,,A-3,,IDEA WORK,,,,,40.000,,,4629,1699,,,67,67,,,,,,,
22-Jul-14 12:19,22-Jul-14 22:25,25-Jul-14,,1140120,PPC80D,4,80,A-3,95,IDEA WORK,END,39246,Z01PPC080 00000809,PPC 80D A-3 (IDW),40,8016,120,4629,1699,35x50,35x50,67,67,,D,,,,,
22-Jul-14 22:25,,,,,PPC80E,,,A-3,,IDEA WORK,,,,,36.866,,,4267,1566,,,61,61,,,,,,,
22-Jul-14 22:25,22-Jul-14 22:57,25-Jul-14,,1140120,PPC80E,4,80,A-3,95,IDEA WORK,206041571,END,Z01PPC080 00001006,PPC 80E A-3 (IDW-LAY3),2.096,420,120,243,89,38x43,38x43,4,4,,E,,มอก. เก่า,,,
22-Jul-14 22:57,22-Jul-14 23:39,25-Jul-14,,1140120,PPC80E,4,80,A-3,95,IDEA WORK,206041571,END,Z01PPC080 00001005,PPC 80E A-3 (IDW-LAY4),2.794,560,140,323,119,38x43,38x43,4,4,,E,,มอก. เก่า,,,
22-Jul-14 23:39,23-Jul-14 2:41,25-Jul-14,,1140120,PPC80E,4,80,A-3,95,IDEA WORK,206041604,END,Z01PPC080 00000884,PPC 80E A-3 (IDW),11.976,2400,120,1386,509,35x50,35x50,20,20,,E,,มอก. เก่า,,,
23-Jul-14 2:41,23-Jul-14 7:44,26-Jul-14,,1140120,PPC80E,4,80,A-3,95,IDEA WORK,206041631,END,Z01PPC080 00000884,PPC 80E A-3 (IDW),20,4008,120,2315,850,35x50,35x50,33,33,,E,,มอก. เก่า,,,
23-Jul-14 7:44,23-Jul-14 17:20,,,,wait Paper,,,,0.40,,,,,,,,,,,,,,,,,,,,,
23-Jul-14 17:20,,,,,PPC70D,,,A-3,,IDEA MAX,,,,,40.000,,,5286,1941,,,76,76,,,,,,,
23-Jul-14 17:20,24-Jul-14 4:37,26-Jul-14,,1140123,PPC70D,4,70,A-3,85,IDEA MAX,END,39330,Z01PPC070 00000907,PPC 70D A-3 (IDM),40,9153,120,5286,1941,35x50,35x50,76,76,,D,,,,,
24-Jul-14 4:37,24-Jul-14 8:07,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
24-Jul-14 8:07,,,,,PPC70D,,,A-4,,IDEA MAX,,,,,300.000,,,59037,29174,,,287,287,,,,,,,
24-Jul-14 8:07,27-Jul-14 8:51,27-Jul-14,,1140123,PPC70D,4,70,A-4,99,IDEA MAX,END,39330,Z01PPC070 00001040,PPC 70D A-4 (IDM-LAY6),300,137615,480,59037,29174,38x49,38x49,287,287,,D,,,,,
27-Jul-14 8:51,,,,,PPC70E,,,A-4,,IDEA MAX,,,,,183.450,,,36008,17840,,,321,321,,,,,,,
27-Jul-14 8:51,28-Jul-14 3:54,30-Jul-14,,1140123,PPC70E,4,70,A-4,99,IDEA MAX,206041575,END,Z01PPC070 00000933,PPC 70E A-4 (IDM-LAY3) SG-K1,78.6,36055,225,15428,7644,38x45,38x45,160,160,,E,,,,,
28-Jul-14 3:54,29-Jul-14 5:19,31-Jul-14,,1140123,PPC70E,4,70,A-4,99,IDEA MAX,206041575,END,Z01PPC070 00000932,PPC 70E A-4 (IDM-LAY4) SG-K1,104.85,48096,300,20580,10196,38x45,38x45,160,160,,E,,,,,
29-Jul-14 5:19,,,,,PPC70D,,,A-4,,IDEA MAX,,,,,25.000,,,4920,0,,,29,29,,,,,,,
29-Jul-14 5:19,29-Jul-14 11:23,01-Aug-14,,1140123,PPC70D,4,70,A-4,99,IDEA MAX,END,39330,Z01PPC070 00000911,PPC 70D A-4 (IDM) [P],25,11468,400,4920,0,36x49,36.5x47,29,29,,D,,,,,
29-Jul-14 11:23,29-Jul-14 14:53,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
29-Jul-14 14:53,,,,,PPC80E,,,A-3,,SUPREME,,,,,24.460,,,2831,1039,,,40,40,,,,,,,
29-Jul-14 14:53,29-Jul-14 17:32,01-Aug-14,,1120124,PPC80E,4,80,A-3,95,SUPREME,206041570,END,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),10.48,2100,105,1213,445,38x43,38x43,20,20,,E,,,,,
29-Jul-14 17:32,29-Jul-14 21:04,01-Aug-14,,1120124,PPC80E,4,80,A-3,95,SUPREME,206041570,END,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),13.98,2802,140,1618,594,38x43,38x43,20,20,,E,,,,,
29-Jul-14 21:04,30-Jul-14 21:04,,,,wait Paper,,,,1.00,,,,,,,,,,,,,,,,,,,,,
30-Jul-14 21:04,,,,,PPC64E,,,A-3,,WHITE PPC,,,,,113.787,,,16469,10076,,,194,194,,,,,,,
30-Jul-14 21:04,01-Aug-14 15:05,02-Aug-14,,1140130 rev.1,PPC64E,4,64,A-3,65,WHITE PPC,END,,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),113.787,28518,147,16469,10076,38x43,38x43,194,194,,E,,,,,
01-Aug-14 15:05,01-Aug-14 18:35,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
01-Aug-14 18:35,,,,,PPC64E,,,B-4,,WHITE PPC,,,,,81.288,,,12560,5764,,,170,170,,,,,,,
01-Aug-14 18:35,03-Aug-14 9:36,04-Aug-14,,1140130 rev.1,PPC64E,4,64,B-4,50,WHITE PPC,END,,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),81.288,27187,160,12560,5764,32.5x44.5,31x44,170,170,,E,,,,,
03-Aug-14 9:36,05-Aug-14 4:48,,,,Cutter Late,,,,1.80,,,,,,,,,,,,,,,,,,,,,
05-Aug-14 4:48,05-Aug-14 8:18,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
05-Aug-14 8:18,,,,,PPC64E,,,A-3,,WHITE PPC,,,,,88.723,,,12841,7857,,,151,151,,,,,,,
05-Aug-14 8:18,06-Aug-14 17:03,08-Aug-14,,1140130 rev.1,PPC64E,4,64,A-3,65,WHITE PPC,END,,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),88.723,22236,147,12841,7857,38x43,38x43,151,151,,E,,,,,
06-Aug-14 17:03,06-Aug-14 20:33,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
06-Aug-14 20:33,,,,,PPC64E,,,B-5,,WHITE PPC,,,,,33.600,,,8378,4749,,,70,70,,,,,,,
06-Aug-14 20:33,07-Aug-14 19:36,09-Aug-14,,1140130 rev.1,PPC64E,4,64,B-5,35,WHITE PPC,END,,Z01PPC064 00000034,PPC 64E B-5 (WHITE PPC-J-LAY4),33.6,22400,320,8378,4749,32.5x44.5,32.5x44.5,70,70,,E,,,,,
07-Aug-14 19:36,07-Aug-14 23:06,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
07-Aug-14 23:06,08-Aug-14 23:06,,,,Paper  Shut Down,,,,1.00,,,,,,,,,,,,,,,,,,,,,
08-Aug-14 23:06,,,,,PPC70D,,,A-4,,ALCOTT,,,,,105.000,,,20663,0,,,120,120,,,,,,,
08-Aug-14 23:06,09-Aug-14 20:06,11-Aug-14,,1140132 Rev.1,PPC70D,4,70,A-4,60,ALCOTT,END,201408,Z01PPC070 00000952,PPC 70D A-4 (PMW-ALC),52.5,24083,400,10331,0,38x45,38x45,60,60,,D,,ShirkWrap ใช้เปลือกห่อ สีแดง,,,
09-Aug-14 20:06,10-Aug-14 17:06,12-Aug-14,,1140132 Rev.1,PPC70D,4,70,A-4,60,ALCOTT,END,201408,Z01PPC070 00000952,PPC 70D A-4 (PMW-ALC),52.5,24083,400,10331,0,38x45,38x45,60,60,,D,,ShirkWrap ใช้เปลือกห่อ สีเหลือง,,,
10-Aug-14 17:06,,,,,PPC70D,,,A-4,,ALCOTT BLUE,,,,,105.000,,,20663,0,,,100,100,,,,,,,
10-Aug-14 17:06,12-Aug-14 11:06,13-Aug-14,,1140133 rev.1,PPC70D,4,70,A-4,60,ALCOTT BLUE,END,201408,Z01PPC070 00001081,PPC 70D A-4 (ALC BLUE-PMW-SG-LAY6),105,48165,480,20663,0,38x49,38x49,100,100,,D,,ShirkWrap,,,
12-Aug-14 11:06,,,,,PPC70E,,,A-4,,DELIGHT,,,,,212.550,,,41828,0,,,368,368,,,,,,,
12-Aug-14 11:06,13-Aug-14 20:51,15-Aug-14,,1140133 rev.1,PPC70E,4,70,A-4,60,DELIGHT,201408,END,Z01PPC070 00001122,PPC 70E A-4 (DELIGHT-SHRINK-PMW-LAY3),84.366,38700,225,16602,0,38x45,38x45,172,172,,E,,ShirkWrap,,,
13-Aug-14 20:51,16-Aug-14 0:07,16-Aug-14,,1140133 rev.1,PPC70E,4,70,A-4,60,DELIGHT,201408,END,Z01PPC070 00001121,PPC 70E A-4 (DELIGHT-SHRINK-PMW-LAY4),128.184,58800,300,25225,0,38x45,38x45,196,196,,E,,ShirkWrap,,,
15-Aug-14 0:05,,,,,PPC70D,,,A-4,,IQ GREEN,,,,,105.000,,,27815,0,,,100,100,,,,,,,
15-Aug-14 0:05,16-Aug-14 18:05,18-Aug-14,,1140132 Rev.1,PPC70D,4,70,A-4,60,IQ GREEN,END,201408,Z01PPC070 00001061,PPC 70D A-4 (IQ GREEN-PMW-LAY6),105,48165,480,27815,0,38x49,38x49,100,100,,D,,ShirkWrap,,,
16-Aug-14 18:05,,,,,PPC70E,,,A-4,,SUPREME-NP,,,,,468.264,,,91913,45538,,,716,716,,,,,,,
16-Aug-14 18:05,21-Aug-14 11:36,19-Aug-14,,1140137,PPC70E,4,70,A-4,99,SUPREME-NP,201408,END,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),468.264,214800,300,91913,45538,38x45,38x45,716,716,,E,,,,,
21-Aug-14 11:36,,,,,PPC80D,,,A-4,,IDEA WORK,,,,,350.000,,,60060,29680,,,292,292,,,,,,,
21-Aug-14 11:36,24-Aug-14 16:40,24-Aug-14,,1140138,PPC80D,4,80,A-4,109,IDEA WORK,201408,END,Z01PPC080 00001128,PPC 80D A-4 (IDW-AP-LAY6),350,140000,480,60060,29680,38x49,38x49,292,292,,D,,มอก. ใหม่,,,
24-Aug-14 16:40,,,,,PPC70D,,,A-4,,ALCOTT,,,,,105.000,,,20663,0,,,120,120,,,,,,,
24-Aug-14 16:40,25-Aug-14 13:40,27-Aug-14,,1140139,PPC70D,4,70,A-4,60,ALCOTT,END,201408,Z01PPC070 00000952,PPC 70D A-4 (PMW-ALC),52.5,24083,400,10331,0,38x45,38x45,60,60,,D,,ShirkWrap ใช้เปลือกห่อ สีแดง,,,
25-Aug-14 13:40,26-Aug-14 10:40,28-Aug-14,,1140139,PPC70D,4,70,A-4,60,ALCOTT,END,201408,Z01PPC070 00000952,PPC 70D A-4 (PMW-ALC),52.5,24083,400,10331,0,38x45,38x45,60,60,,D,,ShirkWrap ใช้เปลือกห่อ สีเหลือง,,,
26-Aug-14 10:40,,,,,PPC70E,,,A-4,,IDEA MAX,,,,,200.000,,,39358,19450,,,191,191,,,,,,,
26-Aug-14 10:40,28-Aug-14 11:09,29-Aug-14,,1140140,PPC70E,4,70,A-4,99,IDEA MAX,END,201408,Z01PPC070 00001040,PPC 70D A-4 (IDM-LAY6),200,91743,480,39358,19450,38x49,38x49,191,191,,E,,,,,
28-Aug-14 11:09,,,,,PPC70D,,,A-4,,IQ GREEN,,,,,100.000,,,26491,9725,,,96,96,,,,,,,
28-Aug-14 11:09,30-Aug-14 3:09,31-Aug-14,,1140139,PPC70D,4,70,A-4,60,IQ GREEN,END,201408,Z01PPC070 00001061,PPC 70D A-4 (IQ GREEN-PMW-LAY6),100,45872,480,26491,9725,38x49,38x49,96,96,,D,,ShirkWrap,,,
30-Aug-14 3:09,,,,,PPC70E,,,A-4,,IDEA MAX,,,,,300.000,,,59037,29174,,,287,287,,,,,,,
30-Aug-14 3:09,02-Sep-14 3:53,02-Sep-14,,1140140,PPC70E,4,70,A-4,99,IDEA MAX,END,201408,Z01PPC070 00001040,PPC 70D A-4 (IDM-LAY6),300,137615,480,59037,29174,38x49,38x49,287,287,,E,,,,,
02-Sep-14 3:53,02-Sep-14 7:23,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
02-Sep-14 7:23,,,,,PPC70E,,,A-3,,SUPREME,,,,,32.130,,,4246,1559,,,60,60,,,,,,,
02-Sep-14 7:23,02-Sep-14 11:16,05-Sep-14,,,PPC70E,4,70,A-3,85,SUPREME,END,201408,Z01PPC070 00000688,PPC 70E A-3 (SPR-PMW-LAY3),13.77,3151,105,1820,668,38x43,38x43,30,30,,E,,,,,
02-Sep-14 7:23,02-Sep-14 12:34,05-Sep-14,,,PPC70E,4,70,A-3,85,SUPREME,END,201408,Z01PPC070 00000687,PPC 70E A-3 (SPR-PMW-LAY4),18.36,4201,140,2426,891,38x43,38x43,30,30,,E,,,,,
02-Sep-14 12:34,,,,,PPC80E,,,A-3,,IDEA WORK,,,,,30.000,,,3472,1275,,,50,50,,,,,,,
02-Sep-14 12:34,02-Sep-14 20:08,05-Sep-14,,1140140,PPC80E,4,80,A-3,95,IDEA WORK,END,201408,Z01PPC080 00000809,PPC 80D A-3 (IDW),30,6012,120,3472,1275,35x50,35x50,50,50,,E,,,,,
02-Sep-14 20:08,,,,,PPC80E,,,A-3,,IDEA WORK,,,,,71.150,,,8234,3023,,,110,110,,,,,,,
02-Sep-14 20:08,03-Sep-14 2:46,05-Sep-14,,1140140,PPC80E,4,80,A-3,95,IDEA WORK,END,201408,Z01PPC080 00001006,PPC 80E A-3 (IDW-LAY3),26.2,5251,120,3032,1113,38x43,38x43,44,44,,E,,,,,
03-Sep-14 2:46,03-Sep-14 11:35,06-Sep-14,,1140140,PPC80E,4,80,A-3,95,IDEA WORK,END,201408,Z01PPC080 00001005,PPC 80E A-3 (IDW-LAY4),34.95,7004,140,4045,1485,38x43,38x43,50,50,,E,,,,,
03-Sep-14 11:35,03-Sep-14 14:07,06-Sep-14,,1140140,PPC80E,4,80,A-3,95,IDEA WORK,END,201408,Z01PPC080 00001057,PPC 80E A-3 (IDW-NP),10,2004,120,1157,425,38x43,38x43,17,17,,E,,,,,
03-Sep-14 14:07,,,,,PPC80E,,,A-3,,SUPREME,,,,,85.610,,,9908,3637,,,140,140,,,,,,,
03-Sep-14 14:07,03-Sep-14 23:23,06-Sep-14,,,PPC80E,4,80,A-3,95,SUPREME,END,201408,Z01PPC080 00000680,PPC 80E A-3 (SPR-PMW-LAY3),36.68,7351,105,4245,1558,38x43,38x43,70,70,,E,,,,,
03-Sep-14 23:23,04-Sep-14 11:45,06-Sep-14,,,PPC80E,4,80,A-3,95,SUPREME,END,201408,Z01PPC080 00000679,PPC 80E A-3 (SPR-PMW-LAY4),48.93,9806,140,5663,2079,38x43,38x43,70,70,,E,,,,,
04-Sep-14 11:45,,,,,PPC64E,,,A-3,,WHITE PPC,,,,,99.790,,,14443,8837,,,170,170,,,,,,,
04-Sep-14 11:45,06-Sep-14 0:35,07-Sep-14,,,PPC64E,4,64,A-3,65,WHITE PPC,END,201408,Z01PPC064 00000031,PPC 64E A-3 (WHITE PPC-J-LAY7),99.79,25010,147,14443,8837,38x43,38x43,170,170,,E,,,,,
06-Sep-14 0:35,06-Sep-14 4:05,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
06-Sep-14 4:05,,,,,PPC64E,,,B-4,,WHITE PPC,,,,,95.600,,,14772,6778,,,200,200,,,,,,,
06-Sep-14 4:05,08-Sep-14 1:59,09-Sep-14,,,PPC64E,4,64,B-4,50,WHITE PPC,END,201408,Z01PPC064 00000033,PPC 64E B-4 (WHITE PPC-J-LAY4),95.6,31973,160,14772,6778,32.5x44.5,31x44,200,200,,E,,,,,
08-Sep-14 1:59,08-Sep-14 5:29,,,,,,,Size Change,0.15,,,,,,,,,,,,,,,,,,,,,
08-Sep-14 5:29,,,,,PPC70E,,,A-4,,GOON,,,,,45.000,,,8856,4376,,,43,43,,,,,,,
08-Sep-14 5:29,08-Sep-14 23:29,11-Sep-14,,,PPC70E,4,70,A-4,60,GOON,END,201409,Z01PPC070 00001088,PPC 70D A-4 (OEM-GOON-PMW-SG-LAY6),45,20642,480,8856,4376,38x49,38x49,43,43,,E,,ShirkWrap,,,
08-Sep-14 23:29,09-Sep-14 8:36,,,,CVT Shut Down,,,,0.38,,,,,,,,,,,,,,,,,,,,,
09-Sep-14 8:36,,,,,PPC70D,,,A-4,,IQ GREEN,,,,,120.000,,,31789,11670,,,115,115,,,,,,,
09-Sep-14 8:36,11-Sep-14 8:36,12-Sep-14,,1140139,PPC70D,4,70,A-4,60,IQ GREEN,END,201408,Z01PPC070 00001061,PPC 70D A-4 (IQ GREEN-PMW-LAY6),120,55046,480,31789,11670,38x49,38x49,115,115,,D,,ShirkWrap,,,
11-Sep-14 8:36,,,,,PPC70E,,,A-4,,PAPER WORK NO.1,,,,,20.000,,,3936,1945,,,19,19,,,,,,,
11-Sep-14 8:36,11-Sep-14 16:36,14-Sep-14,,,PPC70E,4,70,A-4,60,PAPER WORK NO.1,END,201409,Z01PPC070 00001077,PPC 70D A-4 (OEM-PPWORK-PMW-SG-LAY6),20,9174,480,3936,1945,38x49,38x49,19,19,,E,,ShirkWrap,,,
11-Sep-14 16:36,,,,,PPC70E,,,A-4,,SUPREME-NP,,,,,31.736,,,6229,3086,,,49,49,,,,,,,
11-Sep-14 16:36,12-Sep-14 0:17,14-Sep-14,,1140137,PPC70E,4,70,A-4,99,SUPREME-NP,END,201408,Z01PPC070 00000663,PPC 70E A-4 (SPR-AP-PMW-NP),31.736,14558,300,6229,3086,38x45,38x45,49,49,,E,,,,,
